Time,instant_load
2021/8/5 13:41:10,31.78639
2021/8/5 13:43:43,31.11977
2021/8/5 13:50:50,31.93556
2021/8/5 13:53:23,31.63024
2021/8/5 14:01:32,34.86636
2021/8/5 14:06:07,34.16748
2021/8/5 14:09:10,33.89300
2021/8/5 14:12:44,33.70403
2021/8/5 14:20:53,31.68633
2021/8/5 14:25:28,30.83094
2021/8/5 14:31:03,31.21436
2021/8/5 14:35:07,28.17651
2021/8/5 14:41:15,28.55140
2021/8/5 14:45:19,28.44806
2021/8/5 14:51:59,28.85002
2021/8/5 14:55:32,29.30463
2021/8/5 14:57:34,29.32361
2021/8/5 15:22:04,29.78522
2021/8/5 15:25:37,30.36886
2021/8/5 15:31:44,32.95041
2021/8/5 15:32:46,32.72225
2021/8/5 15:41:56,32.56047
2021/8/5 15:45:00,32.89848
2021/8/5 15:51:37,32.42655
2021/8/5 15:56:43,31.74445
2021/8/5 15:59:16,32.39649
2021/8/5 16:02:49,31.72343
2021/8/5 16:10:59,30.40892
2021/8/5 16:13:01,30.25904
2021/8/5 16:21:10,30.91652
2021/8/5 16:25:45,30.89713
2021/8/5 16:31:54,28.80360
2021/8/5 16:36:31,29.30545
2021/8/5 16:40:05,29.59738
2021/8/5 16:46:43,33.16263
2021/8/5 16:47:45,33.19002
2021/8/5 16:53:52,32.81634
2021/8/5 17:12:14,33.45392
2021/8/5 17:28:01,29.46336
2021/8/5 17:34:38,30.01564
2021/8/5 17:58:04,35.57200
2021/8/5 18:36:48,30.53969
2021/8/5 19:06:52,33.08767
2021/8/5 19:09:55,33.13359
2021/8/5 19:17:03,34.64608
2021/8/5 19:51:44,31.73872
2021/8/5 20:34:10,36.00904
2021/8/5 20:41:19,35.31202
2021/8/5 20:48:27,29.75953
2021/8/5 20:49:29,30.24601
2021/8/5 21:05:05,32.65334
2021/8/5 21:37:48,35.36525
2021/8/5 21:42:23,31.97543
2021/8/5 21:49:00,31.56756
2021/8/5 21:51:02,31.86589
2021/8/5 22:06:39,31.41360
2021/8/5 22:28:09,29.19100
